reference,company_reference,date,internal_value,n_assets,web_group_checker_httptohttps__sev_total_cnt_INFO,web_group_checker_httptohttps__sev_total_cnt_LOW,web_group_checker_httptohttps__sev_total_cnt_MEDIUM,web_group_checker_httptohttps__sev_total_cnt_HIGH,web_group_checker_httptohttps__sev_total_cnt_CRITICAL,web_group_checker_hsts__sev_total_cnt_INFO,web_group_checker_hsts__sev_total_cnt_LOW,web_group_checker_hsts__sev_total_cnt_MEDIUM,web_group_checker_hsts__sev_total_cnt_HIGH,web_group_checker_hsts__sev_total_cnt_CRITICAL,web_group_checker_referrerpolicy__sev_total_cnt_INFO,web_group_checker_referrerpolicy__sev_total_cnt_LOW,web_group_checker_referrerpolicy__sev_total_cnt_MEDIUM,web_group_checker_referrerpolicy__sev_total_cnt_HIGH,web_group_checker_referrerpolicy__sev_total_cnt_CRITICAL,web_group_checker_cspbaseline__sev_total_cnt_INFO,web_group_checker_cspbaseline__sev_total_cnt_LOW,web_group_checker_cspbaseline__sev_total_cnt_MEDIUM,web_group_checker_cspbaseline__sev_total_cnt_HIGH,web_group_checker_cspbaseline__sev_total_cnt_CRITICAL,web_group_checker_xfoxcto__sev_total_cnt_INFO,web_group_checker_xfoxcto__sev_total_cnt_LOW,web_group_checker_xfoxcto__sev_total_cnt_MEDIUM,web_group_checker_xfoxcto__sev_total_cnt_HIGH,web_group_checker_xfoxcto__sev_total_cnt_CRITICAL,web_group_checker_certificaterotation__sev_total_cnt_INFO,web_group_checker_certificaterotation__sev_total_cnt_LOW,web_group_checker_certificaterotation__sev_total_cnt_MEDIUM,web_group_checker_certificaterotation__sev_total_cnt_HIGH,web_group_checker_certificaterotation__sev_total_cnt_CRITICAL,web_group_checker_tlslegacy__sev_total_cnt_INFO,web_group_checker_tlslegacy__sev_total_cnt_LOW,web_group_checker_tlslegacy__sev_total_cnt_MEDIUM,web_group_checker_tlslegacy__sev_total_cnt_HIGH,web_group_checker_tlslegacy__sev_total_cnt_CRITICAL,web_group_checker_weakciphers__sev_total_cnt_INFO,web_group_checker_weakciphers__sev_total_cnt_LOW,web_group_checker_weakciphers__sev_total_cnt_MEDIUM,web_group_checker_weakciphers__sev_total_cnt_HIGH,web_group_checker_weakciphers__sev_total_cnt_CRITICAL,web_group_checker_sslvulns__sev_total_cnt_INFO,web_group_checker_sslvulns__sev_total_cnt_LOW,web_group_checker_sslvulns__sev_total_cnt_MEDIUM,web_group_checker_sslvulns__sev_total_cnt_HIGH,web_group_checker_sslvulns__sev_total_cnt_CRITICAL,synth_feature_00,synth_feature_01,synth_feature_02,synth_feature_03,synth_feature_04,synth_feature_05,synth_feature_06,synth_feature_07,synth_feature_08,synth_feature_09,synth_feature_10,synth_feature_11,synth_feature_12,synth_feature_13,synth_feature_14,synth_feature_15,synth_feature_16,synth_feature_17,synth_feature_18,synth_feature_19,synth_feature_20,synth_feature_21,synth_feature_22,synth_feature_23,synth_feature_24,synth_feature_25,synth_feature_26,synth_feature_27,synth_feature_28,synth_feature_29,synth_feature_30,synth_feature_31,synth_feature_32,synth_feature_33,synth_feature_34,synth_feature_35,synth_feature_36,synth_feature_37,synth_feature_38,synth_feature_39
synth-org-0063-snap-000,synth-org-0063,2024-01-01,55.213,201.0,8.0,1.0,17.0,9.0,4.0,12.0,14.0,17.0,14.0,20.0,5.0,17.0,9.0,5.0,14.0,12.0,3.0,19.0,27.0,31.0,29.0,6.0,18.0,28.0,25.0,30.0,9.0,2.0,9.0,12.0,1.0,2.0,11.0,1.0,10.0,36.0,35.0,6.0,25.0,15.0,35.0,13.0,2.0,22.0,32.0,-1.004017735707365,-0.6371476328455231,-0.8702013733813444,3.6516468050884807,-0.8229030798365973,3.1853743608628355,2.242323536871991,-1.04182621733699,-11.16039241273901,-3.545763971836558,-6.924757795682118,2.8901537435150595,11.889646717870804,17.390217776226873,-27.09341079463501,-4.872099309941859,-20.379657667278742,-15.760207143414625,-46.65188510994844,-24.66800352118714,-23.54327346628372,-9.313292183693788,6.053947436526828,-6.946299260842594,-10.038768186517844,1.0815385880884514,-3.753241635394682,-24.060292763758945,13.434658081113735,15.872226899431848,12.635812327954529,-15.965801453714784,-46.833608619342314,-7.74487514692853,-22.684474399099976,-22.52856381715813,14.690526208251285,25.61511536927877,-63.142623928719104,-31.465149430736858
synth-org-0063-snap-001,synth-org-0063,2024-01-31,56.521,200.0,8.0,1.0,17.0,9.0,4.0,12.0,14.0,17.0,14.0,20.0,5.0,17.0,9.0,5.0,14.0,9.0,0.0,18.0,25.0,25.0,29.0,6.0,18.0,28.0,25.0,26.0,9.0,0.0,4.0,6.0,0.0,0.0,10.0,0.0,7.0,36.0,35.0,6.0,25.0,15.0,35.0,13.0,2.0,22.0,32.0,-2.1223601761752953,0.4390889967372801,-2.436525202523925,-3.13968690871495,9.942578028987931,-2.7689973450269814,-2.476354183521982,-2.884826511140429,1.711861984558623,14.252057046832622,18.54858364581811,10.74967566556946,1.0324897075703718,-7.926739840619725,1.137393607948757,18.98904087871261,35.244157772548604,-0.17905213798269548,-43.42119030018167,-11.867913826049914,1.2675643416717772,-16.9621402834951,-27.727443201620368,-4.900583656372335,0.007986700907430151,-27.623711039399744,-9.249227720417425,-9.308820169676236,8.948710664965445,-61.7825258231272,-63.546170594690835,-15.78568033623271,-41.79000896559762,4.6902497040249225,-66.07660523984887,15.405587464681513,-21.88907081126251,48.77263995045464,-6.99144562473858,-12.097621924163867
synth-org-0063-snap-002,synth-org-0063,2024-03-01,56.087,202.0,8.0,1.0,17.0,9.0,4.0,12.0,14.0,17.0,14.0,20.0,5.0,17.0,9.0,5.0,14.0,9.0,0.0,18.0,25.0,25.0,29.0,6.0,18.0,28.0,25.0,26.0,9.0,0.0,4.0,6.0,0.0,0.0,10.0,0.0,7.0,35.0,29.0,5.0,25.0,15.0,35.0,13.0,2.0,22.0,32.0,-0.8233359301583386,1.6231293141086003,1.1351754673706995,-3.8976273007248574,4.000175958672864,4.5985795032789465,4.482486708626343,-12.235362592594713,3.956369834569867,2.8375389393772252,-16.731337182938642,10.891457242182693,-6.944507122826798,8.71890962193918,18.747171786800173,26.805141933991692,16.085417557197427,23.126043799347396,-27.68238683629186,-21.548753787577823,-42.45145985554285,4.104631462787969,10.215829777364778,-14.185198510011784,-7.587562440916007,-13.997151996644668,-34.66641071515975,1.6824326427291807,21.824779708694606,-1.2814513229425168,-18.652458916415,59.80138521922298,-2.948309568899252,23.15080138268766,16.654478408423437,19.04628594649777,102.63391131066027,49.640278046161306,33.19914411552387,52.15409872077012
synth-org-0063-snap-003,synth-org-0063,2024-03-31,58.841,200.0,3.0,0.0,15.0,5.0,4.0,12.0,14.0,17.0,14.0,20.0,0.0,10.0,7.0,0.0,9.0,9.0,0.0,18.0,25.0,25.0,29.0,6.0,18.0,28.0,25.0,26.0,9.0,0.0,4.0,6.0,0.0,0.0,10.0,0.0,7.0,35.0,29.0,5.0,25.0,15.0,35.0,13.0,2.0,22.0,32.0,0.10096439189899414,1.1610501524347767,-0.7399518437198862,5.5120678190762025,-0.020783922378371122,-9.011315656593256,-11.120187002076522,9.226649893450086,-2.0211534192298326,7.994163892518523,-2.5011931603068076,-4.5709725889234285,-13.305038511544975,16.32201137942366,-4.93613604158689,10.394929021740854,-11.527369926422725,13.602273437722182,28.62027840101677,2.9633496800736974,-14.848694243683752,-32.91381329242705,-19.034257683427516,4.313569665266804,4.989820661357583,41.630977653755274,45.378671630926206,-16.204487958041252,5.678224273797485,40.467758821415565,79.11250707840284,27.843276548277405,14.143472694044236,-40.710057921778194,53.493633039579464,12.10509970848968,42.94365579730246,-42.182844084188304,-21.45242328000549,-64.70692336476263
synth-org-0063-snap-004,synth-org-0063,2024-04-30,56.9,201.0,3.0,0.0,15.0,5.0,4.0,12.0,14.0,17.0,14.0,20.0,0.0,8.0,6.0,0.0,2.0,9.0,0.0,18.0,25.0,25.0,29.0,6.0,18.0,28.0,25.0,26.0,9.0,0.0,4.0,6.0,0.0,0.0,10.0,0.0,7.0,35.0,29.0,5.0,25.0,15.0,35.0,13.0,2.0,22.0,32.0,-0.5903037066422349,-0.24412629853880993,-4.332012608153699,-1.8243935500614,0.9748293198950102,8.662683613701818,-1.696556558269573,10.186100035041408,-14.672516844787161,3.5105119647214456,33.60564735871527,-11.195921870318767,-19.9976347420751,4.14758419299201,0.2780735488404182,10.12965555346983,4.882606372077074,3.359413370078582,10.98661656372362,-19.234030045241465,-25.169537226936118,-6.0961778733187915,19.078115758320287,-13.803799564867385,23.858790341287367,13.35419086942797,27.332331900669296,-10.10332737793405,-29.745283846708908,30.623880872632107,-1.3333311588301584,-24.435291733607674,30.319167769925063,-77.43505636092394,4.31558167805216,-27.13853143868912,14.099994201139541,-13.039746300632109,-22.778848939088675,50.3674861834443
synth-org-0063-snap-005,synth-org-0063,2024-05-30,56.721,199.0,3.0,0.0,15.0,5.0,4.0,12.0,14.0,17.0,14.0,20.0,0.0,8.0,6.0,0.0,2.0,9.0,0.0,18.0,25.0,25.0,29.0,6.0,18.0,28.0,25.0,26.0,9.0,0.0,4.0,6.0,0.0,0.0,10.0,0.0,7.0,35.0,29.0,5.0,25.0,15.0,29.0,8.0,1.0,18.0,26.0,-1.6306653885486482,1.513887924562025,2.7824549001627084,0.9667235982699375,6.0714364736376725,3.0769813023423396,-2.753109123178475,-0.8946705766118586,-13.047962759563699,5.433979482567114,11.412662990930095,3.293478642227793,-6.04768708023404,3.629046670821558,-20.34898629063801,-0.39893556769367544,21.139798876587832,-27.712596570240365,10.257541263576698,11.807490578539921,-29.938676246211177,-26.08588947003291,-3.736388056558388,-57.50553170030153,7.224499410804191,32.548417631862876,-15.4406786140141,-8.101190248483324,-14.315977347442283,14.228543567795608,-30.497689620720347,42.65977482691666,35.049333005336656,29.87886073022407,-35.77564372570355,-45.751605667551,-48.647921409509145,19.748163165906288,-15.052455266216738,97.04457873399825
synth-org-0064-snap-000,synth-org-0064,2024-01-01,78.1,252.0,1.0,14.0,2.0,20.0,12.0,22.0,15.0,3.0,22.0,7.0,1.0,23.0,0.0,1.0,31.0,11.0,9.0,8.0,28.0,1.0,7.0,19.0,22.0,30.0,13.0,20.0,13.0,2.0,10.0,36.0,36.0,34.0,23.0,5.0,39.0,8.0,20.0,18.0,21.0,22.0,4.0,7.0,16.0,2.0,39.0,-0.21846535212293622,-1.6811915601167189,4.252116099679814,-1.173951319708008,-8.461116603075928,-9.32691294412781,8.685749462468264,1.8357013170421441,6.779727332423982,12.189881353040883,-12.120706255076353,23.765059274781066,-13.103928521155535,-25.272641802461386,-42.477882421346195,-14.897749669072113,20.242982409751576,1.5964074773888508,17.08688325789284,-13.79820551787256,-8.601591260772283,13.28507946393883,-2.881814114317407,-52.05665012538592,-1.187131333265485,13.345897945542015,4.580516621937768,-52.96293219439585,36.30877638821586,11.658027164916358,-28.09008965462411,11.597294616984646,-18.619907924969805,26.462195207140113,24.804344377774157,-110.48156829627699,17.71087847740939,21.062604573091793,2.913372599086342,-35.88001621298238
synth-org-0064-snap-001,synth-org-0064,2024-01-31,76.074,250.0,1.0,14.0,2.0,20.0,12.0,22.0,15.0,3.0,22.0,7.0,1.0,23.0,0.0,1.0,31.0,11.0,9.0,8.0,28.0,1.0,7.0,19.0,22.0,30.0,13.0,15.0,11.0,0.0,3.0,36.0,33.0,30.0,20.0,4.0,38.0,1.0,14.0,11.0,20.0,20.0,4.0,7.0,16.0,2.0,39.0,-0.7136792033315531,3.663657075333881,-4.232752357830159,-2.205819385949401,5.746425139745046,-3.421768574834348,-3.5692257674793604,-1.0252688895293127,-13.976290976165886,3.242204852674254,-2.643446350358821,20.151643970075426,-18.292386980440952,14.444782388094117,-6.932642889112717,30.322732296554978,-5.995691610512292,-13.745358068046288,-23.424748504953403,-37.59442269468488,-16.22551327049085,47.03877300991838,2.0329057555919516,-21.413892887014757,-12.851369193089587,50.47603481545671,-9.699724996818341,-13.400738485872964,-19.96110441028038,-18.664113366880116,16.2399073693948,7.015295929213095,26.92683263982026,11.053003649049348,-62.52702384870562,13.1239298019798,43.105358314819775,85.26529322116014,125.08547391099027,4.734796343240731
synth-org-0064-snap-002,synth-org-0064,2024-03-01,77.589,251.0,1.0,14.0,2.0,20.0,12.0,22.0,15.0,3.0,22.0,7.0,0.0,18.0,0.0,0.0,30.0,11.0,9.0,8.0,28.0,1.0,7.0,19.0,22.0,30.0,13.0,9.0,10.0,0.0,1.0,32.0,33.0,30.0,20.0,4.0,38.0,1.0,14.0,11.0,20.0,20.0,4.0,7.0,16.0,2.0,39.0,-0.19527736114590102,-0.5607432249800407,0.9954640982272347,-3.284390408549972,3.1840445924261425,2.1871457508488366,10.71251697850477,-0.4864660109943769,-15.91869258572776,-9.166508694344298,6.245720167139795,-11.641161970682314,-16.90517416995445,13.957168510325179,7.012366101254519,-16.501014667908375,-5.602123971209342,-7.9139936221668234,18.543873795440504,2.8754275718896287,6.26961068999327,22.33659948702814,10.66649493929498,-16.583148305018444,-16.321095058915947,7.702383068939414,21.211109110812856,8.739204718922773,9.025982912700716,22.31055479930529,-3.5922810581691444,-50.297088935679085,-28.781458452893368,-13.592419246503557,43.84927267806844,22.931103990078025,4.794413616875713,65.64233508652272,-43.43463178751406,31.143512183244958
synth-org-0064-snap-003,synth-org-0064,2024-03-31,79.385,251.0,0.0,8.0,0.0,19.0,8.0,22.0,11.0,1.0,21.0,1.0,0.0,16.0,0.0,0.0,26.0,11.0,9.0,8.0,28.0,1.0,7.0,19.0,22.0,30.0,13.0,9.0,10.0,0.0,1.0,32.0,28.0,24.0,16.0,0.0,31.0,1.0,14.0,11.0,20.0,20.0,4.0,7.0,16.0,2.0,39.0,0.9764559357613177,-0.5146904034098969,-1.2374021459872544,-4.036103224540675,-1.0574066935912625,-4.185652744389822,-0.5515584927809636,1.4359272871738014,8.550891023442189,5.225342399483264,3.610170670987597,15.379588027777872,13.286629205411284,22.852360215567998,30.06559032093889,48.03402777320402,4.137974537364436,22.00764693131534,-14.558863887755043,-11.041456881899718,-2.0531932094713956,37.04269923739462,-7.060639411240314,-3.7043522313279063,-1.5247522791064463,-3.5905666764650053,4.937565524632629,-8.883257477209247,9.862956383972133,-28.327000791934953,17.113391069250095,-18.072549564483165,31.46328421713369,-44.676174176385324,53.84264750723049,-28.8926946946515,12.92099807844495,58.4732245378968,42.63464030592723,2.460537004254704
synth-org-0064-snap-004,synth-org-0064,2024-04-30,78.689,255.0,0.0,8.0,0.0,19.0,8.0,22.0,11.0,1.0,21.0,1.0,0.0,10.0,0.0,0.0,24.0,11.0,9.0,8.0,28.0,1.0,7.0,19.0,22.0,30.0,13.0,9.0,10.0,0.0,1.0,32.0,28.0,24.0,16.0,0.0,31.0,1.0,14.0,11.0,20.0,20.0,4.0,7.0,16.0,2.0,39.0,1.1463870537724683,-2.6352072400474835,1.3794114412631524,-3.8267870994914666,-2.755173406936051,8.859490949927261,-4.606234560100417,3.4934616216534153,-4.208413875245977,-1.4825029780552568,-4.454216709090224,8.787269463560209,0.7279165946427987,-25.956452034503126,1.093810659707803,3.6124329518560487,-4.648885973352132,5.7095581559365,-0.6777468728585863,-3.9030927270344664,-37.7910577162585,-16.875231756377,-2.3452016890830367,-25.90995267083843,-19.841103483821733,-24.10320666141064,-19.839453918803734,10.525668437845098,20.49517148262185,-11.993004735136177,-7.258615370722099,58.64050562445619,-27.682702868913296,59.530158818236586,-7.096363243314087,66.09795281124518,11.49958675737082,41.8840198639294,66.75255821885852,-5.171360531806604
synth-org-0064-snap-005,synth-org-0064,2024-05-30,78.735,257.0,0.0,8.0,0.0,19.0,8.0,22.0,7.0,0.0,21.0,0.0,0.0,10.0,0.0,0.0,24.0,11.0,9.0,8.0,28.0,1.0,7.0,19.0,22.0,30.0,13.0,9.0,10.0,0.0,1.0,32.0,28.0,24.0,16.0,0.0,31.0,1.0,14.0,11.0,20.0,20.0,4.0,7.0,16.0,2.0,39.0,-1.7183610585105331,-4.015520213689705,1.724366569797503,2.3526676012967846,0.029069712988227643,2.7104781905829864,-1.8327872361703654,-5.055228127512346,-16.88913045729853,-0.37317314338877944,1.349402928756499,0.7998301520904596,10.495320973665104,-8.173998335251548,5.211235809214349,-24.78078561592159,23.89999654857868,10.515738236178356,-15.727911797365286,2.6258426205423198,25.512208432867975,21.63065163146984,15.002729704567031,4.154985419477207,16.574942374712936,-5.91429832019413,5.44507121607819,-31.890939864699064,-19.795059358840724,-0.7244406370944904,-0.6902523652355687,-12.68722180467303,-3.496355549462747,21.276401797400865,31.98200480605402,10.906775342380815,21.14507316801694,-9.459766612087343,-38.45766188026091,-27.846098914548527
synth-org-0064-snap-006,synth-org-0064,2024-06-29,78.678,254.0,0.0,3.0,0.0,13.0,7.0,22.0,7.0,0.0,21.0,0.0,0.0,10.0,0.0,0.0,24.0,11.0,9.0,8.0,28.0,1.0,3.0,13.0,21.0,26.0,13.0,5.0,7.0,0.0,0.0,29.0,28.0,24.0,16.0,0.0,31.0,1.0,14.0,11.0,20.0,20.0,1.0,4.0,15.0,0.0,39.0,-0.47280255356794276,2.286019059694517,-2.1303225738701674,1.3132157631567698,13.586190200160067,6.82777240034246,12.458814874170201,-1.7434678492341154,-4.622808614892049,-3.754614860037177,-6.804118730435133,1.6511605824762152,5.94917708708647,-5.126474759247853,-0.632559952635237,-5.122605846492463,23.960611667666083,-21.37976682738679,12.601747349229507,-21.383990594334634,-19.41206637199585,-15.980607720185583,-18.546804459278455,62.987428099583724,-24.486174069705058,-28.9957171501124,22.41332155956549,0.2854085344838504,-70.07397652073472,8.677890472811727,-28.763968025180837,-13.678000371538621,18.502543462639284,1.7571940999937128,-16.681693456809853,22.117076687271194,-27.59512723970229,31.63554060549851,7.814887761822397,54.94199971100788
synth-org-0064-snap-007,synth-org-0064,2024-07-29,77.762,256.0,0.0,3.0,0.0,13.0,7.0,22.0,7.0,0.0,21.0,0.0,0.0,10.0,0.0,0.0,24.0,11.0,9.0,8.0,28.0,1.0,3.0,13.0,21.0,26.0,13.0,5.0,7.0,0.0,0.0,29.0,28.0,24.0,16.0,0.0,31.0,0.0,13.0,11.0,18.0,16.0,1.0,4.0,15.0,0.0,39.0,-0.8640615906162994,4.602406151103324,-0.223108396729372,-1.463590849167307,-3.742826925467316,-6.98201874909752,12.84955240733723,12.713765847361454,20.21252934313842,-10.082663556721478,14.456860339589266,5.860856687286709,7.422126164312848,-5.08052227480235,-19.982205209793886,4.813980632488775,-8.292020007522586,-1.0120584933258991,-8.373508729914372,6.97123298443394,6.032688284377328,-30.678311064776246,-46.75723887210695,-28.85053465542175,15.094408539725404,-44.24608018082946,13.2749601400039,38.41769552105818,-22.465208865320477,11.216294739657089,9.313640194125586,-30.354895300318905,26.482997759602593,1.9212354676754573,12.96524724185419,47.524450993673206,27.255687330506614,41.400129580366055,-31.280201179383454,3.4637456001318583
synth-org-0064-snap-008,synth-org-0064,2024-08-28,78.514,260.0,0.0,2.0,0.0,10.0,4.0,22.0,7.0,0.0,21.0,0.0,0.0,10.0,0.0,0.0,24.0,11.0,9.0,8.0,28.0,1.0,3.0,13.0,21.0,26.0,13.0,0.0,3.0,0.0,0.0,24.0,28.0,24.0,16.0,0.0,31.0,0.0,13.0,11.0,18.0,16.0,1.0,4.0,15.0,0.0,39.0,0.3160999112975507,1.3207122981477402,-0.6702137541035624,-1.929966966498941,8.755367372593305,-1.8186532798385597,3.53648613399267,8.044006202364256,-0.34552916485195856,4.460691671016529,-1.2427091480774992,-0.3457925599579523,0.8798677283578449,14.073119918658545,-1.9449556026868797,-2.0455441535451695,4.9629436994872815,13.265099087337449,21.825925408060918,-5.579951439876298,-8.084069073305974,-12.855233266432327,-43.152094362324725,30.633427610102174,4.447356885011669,6.751157038967158,20.789306247801264,16.703502847585092,24.861044086009215,68.55406823082673,17.706715170229604,-30.17909965390644,-5.39758634425803,35.09863267772503,-7.782019622597526,-31.911230812953736,71.7105044762017,30.875805909937537,-46.03127505172249,-40.94549073150685
synth-org-0064-snap-009,synth-org-0064,2024-09-27,80.598,257.0,0.0,0.0,0.0,8.0,2.0,22.0,7.0,0.0,21.0,0.0,0.0,10.0,0.0,0.0,20.0,11.0,9.0,8.0,28.0,1.0,0.0,9.0,18.0,20.0,8.0,0.0,3.0,0.0,0.0,24.0,24.0,20.0,16.0,0.0,26.0,0.0,13.0,11.0,18.0,16.0,1.0,4.0,15.0,0.0,39.0,-1.6770473932520074,-3.691504609763853,4.341157160529254,0.5350538499785364,5.788941119511048,-4.0794717098029265,1.0331587626023393,-2.0573542623222227,-0.8298457161662163,-11.090511393995113,14.554762378084503,-6.536771287725082,11.922830223106146,0.1402943358950954,20.447723504049986,-20.893384413815625,19.242387752090522,-19.875884654730857,27.167856664232282,-6.619396986402895,-16.59936369585899,-28.794227783929493,-40.311394380998124,43.50702394114403,-8.625572062183757,-5.060183627551865,-47.95428112049958,-19.280888034880864,3.9027250468997052,-22.182654153970997,5.910113154775115,-41.23998086820202,54.57962235151283,31.943616743654285,-6.289563916748185,37.517756802826256,-103.53788805442794,-21.180251555257303,-0.868648697386974,-34.003619055339584
synth-org-0064-snap-010,synth-org-0064,2024-10-27,79.186,259.0,0.0,0.0,0.0,6.0,1.0,22.0,7.0,0.0,21.0,0.0,0.0,10.0,0.0,0.0,20.0,10.0,4.0,5.0,28.0,0.0,0.0,6.0,12.0,18.0,8.0,0.0,3.0,0.0,0.0,24.0,24.0,20.0,16.0,0.0,26.0,0.0,13.0,11.0,18.0,16.0,1.0,4.0,15.0,0.0,39.0,-0.07522925430772444,-1.1166774305565934,-2.220134454049677,-4.632989819850271,3.0784622382992595,-1.2759980235456503,2.7769159100255174,-3.568635449191161,-7.792545731352436,-4.406106696492129,-25.394571997484356,-3.52556353510601,1.9220498736718747,-3.02369816462969,1.8084273456098094,4.706135349022993,7.023210631159762,-3.325515739914441,20.26431904169678,17.89052050276679,31.05258307127924,-8.824554383507438,8.218924997290637,31.11685775965899,-1.6534475223209424,23.066741160895152,9.149595278078824,-12.24125067711362,47.878731411594885,24.65916197362065,-32.159740968887334,40.7722638396085,12.288324859333175,57.36415200704344,6.971390276145448,13.8238243454548,-2.672910611486122,-45.82148546900296,86.0040135823045,-33.33038806174374
synth-org-0065-snap-000,synth-org-0065,2024-01-01,42.486,181.0,16.0,17.0,1.0,31.0,25.0,12.0,23.0,19.0,6.0,7.0,14.0,21.0,1.0,18.0,11.0,12.0,21.0,29.0,20.0,33.0,21.0,26.0,6.0,15.0,22.0,21.0,29.0,37.0,5.0,12.0,21.0,16.0,16.0,26.0,9.0,23.0,8.0,38.0,6.0,8.0,28.0,3.0,18.0,1.0,4.0,0.2904704458739841,0.2034779057368253,0.07737371582613534,4.127567793842486,-5.5146561205209155,-10.685281599010818,-1.1897335032910294,0.3566284274834255,-3.2571133989225793,-4.032825954053158,-18.028734880808635,-23.732995385950876,0.7565458992577033,0.2533989274660516,22.716961460085148,-11.309568065443457,-0.07694956419469694,27.349111850849468,5.783050361902168,23.976606512703796,-3.2422208369357715,10.772367929488118,-26.51625490754404,-10.307659208963603,-72.44186233736967,-13.86611908876413,6.212267253359783,-52.387747461346486,-44.588228350110434,-10.745355814542446,42.09593169937146,-19.91640384997591,5.75402140190318,23.01089671942918,17.165038936105987,55.24426920103423,-14.891258446061837,13.254248918514303,-12.50630550846425,5.3086746926322625
synth-org-0065-snap-001,synth-org-0065,2024-01-31,41.72,184.0,16.0,17.0,1.0,31.0,25.0,12.0,23.0,19.0,6.0,7.0,14.0,21.0,1.0,18.0,11.0,12.0,21.0,29.0,20.0,33.0,21.0,26.0,6.0,15.0,22.0,21.0,29.0,37.0,5.0,12.0,21.0,16.0,16.0,26.0,9.0,23.0,8.0,38.0,6.0,8.0,28.0,3.0,18.0,1.0,4.0,0.8071866471369218,-0.5714307089119992,-2.5798235493416617,-2.1912844659183213,-0.06727811724423036,-10.76762527732917,-16.156028733209958,10.287718133190136,5.9511953826586135,-4.134751938586076,12.866211849369115,8.696936868706004,24.232052458532056,-13.31604926378193,-12.298704496355336,6.604525015554924,-18.06808768448755,22.06838882532421,15.345813709169866,31.55965489851324,32.44202200892516,25.626242014283594,17.35514681551717,23.279519875377062,23.278458909288542,44.48745406313962,43.07590205219753,14.671351911142173,-20.239241008537583,7.6467541707802065,21.58816750523154,-6.6782338545124915,44.760238518075575,-22.605968161125816,-10.105119201441282,-36.61942567116721,24.144644636558322,-13.083368945399373,12.723575257044736,21.09705384199745
synth-org-0065-snap-002,synth-org-0065,2024-03-01,41.925,185.0,16.0,17.0,1.0,31.0,25.0,11.0,18.0,14.0,6.0,1.0,14.0,21.0,1.0,18.0,11.0,12.0,21.0,29.0,20.0,33.0,14.0,22.0,6.0,10.0,16.0,14.0,23.0,32.0,0.0,6.0,21.0,16.0,16.0,26.0,9.0,21.0,6.0,37.0,0.0,8.0,28.0,3.0,18.0,1.0,4.0,0.23241484331755743,-0.39567364059042714,2.245577661760327,-0.12530779935651873,-11.318474448920606,1.8152587201895725,-6.728691707577848,-1.2936277929238549,2.7744487660609365,9.771472222263624,-2.3121236715842413,-11.049326296301526,-17.55575352396868,5.273353529405203,16.12044402489133,-0.9401127297576392,25.384035282469693,16.446932346605383,17.546549941728372,11.260973825888431,9.195726205659614,2.0339066025896506,-15.186922736192013,-20.329205507295157,-4.278974978736894,-6.1128123989895045,7.185673906613246,20.90035784266393,7.4213086128631005,5.096481046096184,44.276719958741445,19.17398072463312,4.980230788076518,4.009100612307828,-22.885432382069503,88.88522894034847,-9.08151755811392,17.19994293201609,-31.37435086226422,2.1558714846804476
synth-org-0065-snap-003,synth-org-0065,2024-03-31,40.736,184.0,9.0,10.0,0.0,28.0,22.0,11.0,18.0,14.0,6.0,1.0,14.0,21.0,1.0,18.0,11.0,12.0,21.0,29.0,20.0,33.0,11.0,20.0,3.0,4.0,11.0,14.0,23.0,32.0,0.0,6.0,21.0,12.0,12.0,26.0,5.0,15.0,0.0,36.0,0.0,8.0,28.0,3.0,18.0,1.0,4.0,0.7834939788373148,0.518892673985733,2.451685386073092,3.5467995228739855,7.996384924959569,-0.3100299539971494,-1.294009201706023,-0.06610826383116766,-2.5421211427894073,5.679072478105731,-20.966315542373945,5.179789545003242,-17.86546497116358,-7.381316819129204,9.49951980572267,-2.939441799677873,-13.566978639360013,-31.151402721605322,0.7857420226510615,18.89893129837854,-7.255829960028321,16.231327416006806,3.7062283430304155,22.19513233221255,-17.6483359870914,31.219883521045638,-20.317654014681082,9.924119794352178,-1.2101757074538348,56.1320509410555,-12.16493202056313,-49.742827332366126,46.3506450980392,-16.62768995544717,-41.30577285029167,-1.2686362051827131,-61.05698575377315,23.596001639828447,-0.8250505619205318,50.82951444934434
